1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	
JO,PK,PL																																							1			
JO,PK,PS																																		2								
JO,PS,SA																																		6								
JO,QA																																				3	17					
JO,SA																																12		3		5				1		
JO,SA,SG																														3						2						
JO,SA,YE																																										3
JO,TR																																										1
JO,US					1					6														1		4	1						3	37				1				
JO,null									8																																	
JP	2687	1600	1654	1631	1522	1152	1233	1391	1577	1291	1309	1464	1279	1272	1273	1917	2615	3065	2673	3591	3864	3684	3540	3578	3632	3514	3785	3722	4696	3366	2850	2853	3959	3359	3278	2849	2475	2522	2505	2231	2163	1739
JP,KR			1				4						1	6			4	15	6	24	6	10	24	14	15	12	34	75	45	53	44	42	71	43	71	143	63	34	30	41	33	26
JP,KR,PL																														6												
JP,KR,RU																															4											
JP,KR,SG																																			8							
JP,KR,TH																																4										
JP,KR,US										1																		14		29	4	13		2		6	14	7		9		
JP,LK,US																																									3	
JP,MA,TR																																										2
JP,MN														5																												
JP,MX					1		4																		3															2	9	6
JP,MY									4																						2	10	7		5		1		2		7	
JP,MY,PL																															15											
JP,MY,SG																																3										
JP,MY,US																																		12								
JP,NG									1	2	1																															
JP,NL							1					1								2			10	10								3				21			3			4
JP,NL,SI																								1																		
JP,NL,US														1																												
JP,NO																			4					1					9									4				
JP,NO,US																	22														20											
JP,NZ																			6				7		4									6							3	7
JP,NZ,US																						4	2																			
JP,None										1											3																					
JP,OM,ZA																						5																				
JP,PH							1																7	1					1	8	3											
JP,PK									2																						10											
JP,PL					1		1												4			1		2	4					4	1	14	15	5	6	1	11	20	16	9	17	6
JP,PL,RS																			3																							
JP,PL,US																																24										
JP,PL,null																											3		2													
JP,PT																8							4								32				4							
JP,RS											5							5	7	3	1		1																			
JP,RS,TH																																									1	
JP,RU							1						1	1			9	1		4		2	4	4	4		7	1	1	2	7	11	7	16	26	36	41	38	99	50	55	90
JP,RU,UA																					9																					
JP,RU,US																									3	17					4	2		1								
JP,RU,ZA																																	1									
JP,SA																															1						12					
JP,SA,TH																																										2
JP,SE																				4				5					8	1	2	2	17		1	2	5			1		
JP,SG											3			1	8	15	3	1												1			19	1	1	1		3	2	3		1
JP,SI																										1											8					
JP,SK										1											18							4														
JP,TH																									3					3	8	1			2				1	9	13	9
JP,TR																														23	4								2	2		
JP,TW			7			1						3	2				15	6		1						3	22	1	18		2	2	4	4	14	1	17	13	5	10	22	31
JP,TW,US																																							2			
JP,UA																				11										1			5									
JP,US	7	1	3	24	20	33	18	34	35	15	10	57	23	39	10	21	9	33	11	33	15	81	28	62	31	7	14	112	71	67	163	121	124	85	81	55	186	26	68	43	32	20
JP,US,null																												2		2												
JP,VN																																			1				8	1		10
JP,ZA								5		3								7											2	3			25	8	2	2	4	1	20			
JP,null	5	11	7	4	7	2		6	8		3		2	2	13					2	7		5	8	5		3	3	11	19	19											
KE																																9								5		
KE,MY	7																																									
KE,SE																																						9				
KE,SE,SG																																							5			
KE,US,ZA																																		2						4	1	
KE,ZA																															18	50	5						2	10	6	15
KR	1	10	32	16	26	2	20	25	39	26	15	49	49	37	103	158	182	177	348	352	321	441	350	366	437	537	468	478	490	735	602	785	626	843	828	696	528	701	578	425	536	370
